pickup_datetime,dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_distance,passenger_count
2026-09-01 23:42:00,2026-09-01 23:51:01,30.905923,75.87876,30.91702,75.835293,5.76,1
2026-09-01 08:47:00,2026-09-01 09:06:54,30.89296,75.832073,30.886597,75.883085,5.13,1
2026-09-01 17:21:00,2026-09-01 17:49:40,30.936546,75.877666,30.898417,75.817083,7.99,1
2026-09-01 21:01:00,2026-09-01 21:11:44,30.89085,75.868885,30.914509,75.81183,6.72,2
2026-09-01 20:03:00,2026-09-01 20:14:09,30.916869,75.823593,30.858057,75.871542,8.2,1
2026-09-01 15:15:00,2026-09-01 15:18:33,30.889817,75.871629,30.896825,75.861862,2.64,2
2026-09-01 22:23:00,2026-09-01 22:25:52,30.870579,75.814236,30.861078,75.809122,1.48,1
2026-09-01 22:43:00,2026-09-01 22:47:19,30.935488,75.809627,30.932447,75.835485,2.84,2
2026-09-02 01:21:00,2026-09-02 01:33:00,30.924507,75.887648,30.879203,75.825044,8.98,1
2026-09-01 16:17:00,2026-09-01 16:21:06,30.888202,75.884941,30.88508,75.900376,2.83,1
2026-09-02 03:29:00,2026-09-02 03:37:36,30.861312,75.897555,30.901525,75.889946,5.14,1
2026-09-01 19:45:00,2026-09-01 20:18:27,30.941538,75.816429,30.882931,75.902306,11.89,1
2026-09-02 00:57:00,2026-09-02 01:10:30,30.880321,75.840166,30.918252,75.882537,7.06,1
2026-09-01 08:48:00,2026-09-01 09:09:54,30.856756,75.862253,30.895153,75.89607,6.0,1
2026-09-02 01:43:00,2026-09-02 01:55:36,30.912822,75.817412,30.859411,75.877397,8.53,1
2026-09-02 04:44:00,2026-09-02 04:54:38,30.859484,75.905964,30.888427,75.844364,7.95,1
2026-09-02 03:45:00,2026-09-02 03:58:26,30.888626,75.81565,30.928715,75.86314,7.1,1
2026-09-01 21:34:00,2026-09-01 21:39:25,30.852135,75.854166,30.85663,75.819182,3.72,1
2026-09-02 05:07:00,2026-09-02 05:25:35,30.947217,75.844787,30.879571,75.89416,9.35,3
2026-09-01 19:17:00,2026-09-01 19:30:59,30.855316,75.896414,30.90377,75.906596,5.76,1
2026-09-02 03:37:00,2026-09-02 03:42:52,30.91394,75.876875,30.896454,75.870056,3.01,1
2026-09-01 10:30:00,2026-09-01 10:50:14,30.946041,75.896326,30.896566,75.869313,6.63,1
2026-09-01 18:51:00,2026-09-01 19:26:45,30.909366,75.815073,30.948439,75.905921,10.79,1
2026-09-01 23:25:00,2026-09-01 23:37:33,30.919473,75.823562,30.942093,75.889554,8.2,1
2026-09-02 01:27:00,2026-09-02 01:44:54,30.944273,75.893906,30.855522,75.809937,13.38,1
2026-09-01 17:14:00,2026-09-01 17:37:01,30.910413,75.845389,30.947991,75.891512,7.35,1
2026-09-01 19:19:00,2026-09-01 19:45:25,30.856638,75.893772,30.93229,75.907272,9.99,3
2026-09-01 20:32:00,2026-09-01 20:42:47,30.935965,75.832035,30.896054,75.820216,6.01,1
2026-09-02 00:32:00,2026-09-02 00:43:27,30.912813,75.843116,30.862356,75.874457,7.22,2
2026-09-01 06:41:00,2026-09-01 06:47:12,30.906191,75.863394,30.938665,75.847648,4.28,1
2026-09-01 20:09:00,2026-09-01 20:21:05,30.921408,75.828596,30.864637,75.808754,7.23,1
2026-09-01 20:55:00,2026-09-01 21:04:22,30.941416,75.842126,30.902399,75.885665,6.71,3
2026-09-02 05:31:00,2026-09-02 05:44:12,30.865707,75.899959,30.900212,75.833124,8.23,1
2026-09-01 09:38:00,2026-09-01 10:02:19,30.91434,75.831315,30.858586,75.820188,6.65,1
2026-09-01 10:08:00,2026-09-01 10:40:15,30.869188,75.841867,30.940679,75.854696,9.1,1
2026-09-01 17:03:00,2026-09-01 17:10:37,30.867894,75.835159,30.868701,75.81617,2.17,1
2026-09-01 07:57:00,2026-09-01 08:05:43,30.901342,75.876339,30.854931,75.887241,6.27,2
2026-09-01 11:01:00,2026-09-01 11:17:37,30.857108,75.834988,30.93162,75.882126,9.85,1
2026-09-01 12:03:00,2026-09-01 12:09:15,30.912825,75.844191,30.897253,75.882047,4.25,2
2026-09-01 11:49:00,2026-09-01 11:58:36,30.902168,75.860511,30.861717,75.852041,5.45,1
2026-09-02 03:22:00,2026-09-02 03:25:49,30.853007,75.839508,30.872145,75.84005,2.48,1
2026-09-01 23:53:00,2026-09-02 00:07:25,30.929917,75.857144,30.859692,75.861011,8.77,1
2026-09-02 05:40:00,2026-09-02 05:47:53,30.879378,75.843608,30.915592,75.864378,5.14,1
2026-09-01 12:50:00,2026-09-01 12:53:45,30.861178,75.822586,30.875596,75.823368,2.04,2
2026-09-01 15:32:00,2026-09-01 15:40:08,30.859023,75.859751,30.89204,75.905538,6.04,2
2026-09-01 19:21:00,2026-09-01 19:48:44,30.932707,75.83309,30.868089,75.874164,9.58,1
2026-09-01 11:49:00,2026-09-01 12:00:55,30.927949,75.826004,30.883368,75.849844,6.3,1
2026-09-01 07:14:00,2026-09-01 07:18:33,30.879863,75.865424,30.866436,75.855414,2.66,1
2026-09-01 22:21:00,2026-09-01 22:26:37,30.857337,75.906296,30.883235,75.888287,3.88,1
2026-09-02 05:09:00,2026-09-02 05:21:02,30.898158,75.848484,30.885887,75.900253,6.4,1
2026-09-02 02:12:00,2026-09-02 02:34:25,30.944834,75.825423,30.85765,75.881412,12.0,1
2026-09-01 18:33:00,2026-09-01 18:56:29,30.871163,75.823666,30.867427,75.888757,7.28,2
2026-09-01 13:13:00,2026-09-01 13:20:18,30.890245,75.88896,30.894913,75.844994,5.02,1
2026-09-01 20:58:00,2026-09-01 21:07:45,30.874221,75.897257,30.889389,75.861655,5.16,3
2026-09-01 18:48:00,2026-09-01 19:07:58,30.913771,75.840791,30.864927,75.886703,7.97,1
2026-09-01 19:40:00,2026-09-01 19:51:55,30.866167,75.838472,30.875849,75.881695,4.5,2
2026-09-01 15:32:00,2026-09-01 15:36:12,30.885208,75.889426,30.862063,75.891945,2.95,1
2026-09-01 19:01:00,2026-09-01 19:23:37,30.873925,75.879525,30.923004,75.871415,6.6,1
2026-09-02 04:44:00,2026-09-02 04:57:42,30.86916,75.898145,30.909339,75.847385,7.38,1
2026-09-01 19:33:00,2026-09-01 19:53:07,30.901589,75.868445,30.852811,75.894512,7.37,2
2026-09-01 23:40:00,2026-09-01 23:47:14,30.921724,75.822554,30.908629,75.867972,5.31,2
2026-09-02 04:06:00,2026-09-02 04:19:11,30.896084,75.818624,30.949484,75.89119,9.47,1
2026-09-01 06:06:00,2026-09-01 06:18:23,30.910128,75.8472,30.856476,75.84082,7.23,1
2026-09-01 16:51:00,2026-09-01 17:03:36,30.90474,75.899286,30.885635,75.841995,7.01,1
2026-09-01 14:41:00,2026-09-01 14:50:16,30.865086,75.824939,30.900837,75.849193,5.98,1
2026-09-01 15:57:00,2026-09-01 16:04:13,30.852309,75.873654,30.868804,75.903407,3.77,4
2026-09-02 03:33:00,2026-09-02 03:43:01,30.90122,75.866839,30.857708,75.882296,5.52,1
2026-09-01 16:52:00,2026-09-01 17:05:02,30.854655,75.854507,30.907484,75.813871,8.23,1
2026-09-02 04:42:00,2026-09-02 04:51:49,30.891076,75.863264,30.866524,75.825493,5.83,1
2026-09-01 21:48:00,2026-09-01 22:04:35,30.9154,75.848173,30.853539,75.822915,8.41,1
2026-09-01 10:17:00,2026-09-01 10:36:53,30.874107,75.874489,30.852971,75.817711,7.13,1
2026-09-01 15:31:00,2026-09-01 15:46:28,30.860944,75.831617,30.923227,75.89287,10.33,1
2026-09-01 06:38:00,2026-09-01 06:54:07,30.880315,75.896934,30.8523,75.815851,8.8,1
2026-09-01 15:06:00,2026-09-01 15:17:23,30.893142,75.896567,30.932744,75.841482,7.38,1
2026-09-02 04:45:00,2026-09-02 04:47:03,30.913415,75.848241,30.906205,75.850913,1.42,1
2026-09-01 06:32:00,2026-09-01 06:38:35,30.937847,75.856043,30.940455,75.887286,3.74,1
2026-09-01 18:36:00,2026-09-01 19:09:10,30.914348,75.833089,30.864936,75.890793,9.24,1
2026-09-01 19:18:00,2026-09-01 19:29:02,30.852839,75.89873,30.862775,75.864952,3.96,1
2026-09-01 20:20:00,2026-09-01 20:35:07,30.871642,75.8084,30.864689,75.897302,9.84,1
2026-09-01 07:07:00,2026-09-01 07:19:12,30.868537,75.898741,30.892877,75.845614,6.61,1
2026-09-01 14:32:00,2026-09-01 14:36:50,30.85928,75.867615,30.875535,75.84623,3.3,1
2026-09-01 11:09:00,2026-09-01 11:20:10,30.90764,75.854905,30.917367,75.900983,5.67,1
2026-09-02 00:30:00,2026-09-02 00:41:17,30.910508,75.812443,30.900637,75.866984,5.94,1
2026-09-02 01:39:00,2026-09-02 01:40:46,30.923819,75.856849,30.91984,75.850783,1.25,1
2026-09-01 09:17:00,2026-09-01 09:32:17,30.878215,75.866323,30.887097,75.816458,6.24,1
2026-09-01 21:48:00,2026-09-01 22:01:30,30.869513,75.86149,30.938295,75.880522,9.1,1
2026-09-01 06:56:00,2026-09-01 07:05:08,30.875967,75.856242,30.873121,75.906067,6.18,2
2026-09-01 13:08:00,2026-09-01 13:22:39,30.869058,75.864095,30.942549,75.810695,10.72,3
2026-09-02 01:53:00,2026-09-02 02:01:21,30.945427,75.854721,30.937204,75.891755,4.26,1
2026-09-01 23:23:00,2026-09-01 23:35:21,30.874001,75.819357,30.858695,75.876929,6.38,1
2026-09-01 20:46:00,2026-09-01 20:53:38,30.904949,75.886372,30.882875,75.869889,4.26,1
2026-09-02 01:10:00,2026-09-02 01:18:20,30.93801,75.809427,30.93847,75.860194,6.26,1
2026-09-02 05:37:00,2026-09-02 05:44:29,30.927719,75.847493,30.898988,75.870051,5.18,1
2026-09-01 12:53:00,2026-09-01 13:05:08,30.893136,75.881058,30.874878,75.818347,6.97,1
2026-09-01 22:18:00,2026-09-01 22:39:27,30.855209,75.809087,30.949772,75.850077,11.9,3
2026-09-01 17:13:00,2026-09-01 17:41:21,30.929635,75.816241,30.892758,75.895212,9.99,1
2026-09-01 18:18:00,2026-09-01 18:35:21,30.950117,75.830467,30.945273,75.872265,5.01,1
2026-09-02 05:15:00,2026-09-02 05:24:15,30.873049,75.825944,30.928958,75.842313,6.67,2
2026-09-01 09:41:00,2026-09-01 10:06:19,30.950491,75.82469,30.890624,75.883124,9.77,1
2026-09-02 03:03:00,2026-09-02 03:10:49,30.873382,75.860997,30.910294,75.865309,4.44,1
2026-09-01 19:13:00,2026-09-01 19:22:21,30.939875,75.902865,30.937213,75.888252,2.47,1
2026-09-01 11:17:00,2026-09-01 11:24:09,30.888269,75.833275,30.923342,75.856888,4.8,1
2026-09-01 14:20:00,2026-09-01 14:28:11,30.936121,75.856815,30.899059,75.866541,5.49,1
2026-09-02 02:48:00,2026-09-02 02:59:09,30.877703,75.895163,30.930743,75.873145,7.56,1
2026-09-02 03:08:00,2026-09-02 03:10:07,30.920747,75.875314,30.912861,75.882572,1.52,1
2026-09-02 01:37:00,2026-09-02 01:48:52,30.933582,75.820187,30.884512,75.881651,8.41,1
2026-09-01 12:14:00,2026-09-01 12:29:55,30.851639,75.836004,30.912693,75.905419,10.49,1
2026-09-01 14:12:00,2026-09-01 14:20:29,30.928985,75.817998,30.927103,75.861427,5.59,3
2026-09-01 22:59:00,2026-09-01 23:20:30,30.861251,75.901023,30.919789,75.814084,11.12,1
2026-09-02 05:15:00,2026-09-02 05:23:05,30.885588,75.869392,30.855574,75.894454,5.56,1
2026-09-02 00:29:00,2026-09-02 00:43:08,30.926826,75.809759,30.853212,75.839661,9.49,1
2026-09-02 01:04:00,2026-09-02 01:12:43,30.878363,75.907012,30.893618,75.852439,5.88,1
2026-09-01 09:37:00,2026-09-01 10:04:33,30.859238,75.87535,30.916451,75.834626,8.88,3
2026-09-01 15:49:00,2026-09-01 15:55:51,30.892973,75.871153,30.890759,75.834722,4.96,1
2026-09-01 17:21:00,2026-09-01 17:38:23,30.87231,75.810413,30.916167,75.844153,7.16,1
2026-09-01 21:01:00,2026-09-01 21:05:36,30.937862,75.88496,30.928092,75.891778,2.45,1
2026-09-01 09:00:00,2026-09-01 09:06:08,30.943085,75.868965,30.930654,75.855452,2.24,1
2026-09-02 01:08:00,2026-09-02 01:11:57,30.871052,75.856459,30.857421,75.865497,2.29,1
2026-09-01 12:59:00,2026-09-01 13:08:58,30.852162,75.814545,30.890249,75.855294,6.72,2
2026-09-02 05:40:00,2026-09-02 05:47:16,30.928985,75.811262,30.899051,75.817793,3.9,1
2026-09-01 18:25:00,2026-09-01 18:52:24,30.912816,75.877546,30.906965,75.808277,7.25,1
2026-09-01 22:32:00,2026-09-01 22:39:09,30.85432,75.815158,30.890692,75.820572,5.01,1
2026-09-02 04:28:00,2026-09-02 04:43:33,30.867748,75.817757,30.914643,75.877948,7.98,1
2026-09-02 01:33:00,2026-09-02 01:35:30,30.921906,75.894397,30.922409,75.887473,1.3,2
2026-09-01 23:33:00,2026-09-01 23:38:28,30.905759,75.88903,30.896232,75.871658,2.85,1
2026-09-01 14:05:00,2026-09-01 14:20:26,30.87571,75.823254,30.938178,75.829221,8.43,1
2026-09-02 05:54:00,2026-09-02 05:57:53,30.916871,75.85712,30.906536,75.87922,2.89,1
2026-09-01 17:06:00,2026-09-01 17:23:26,30.870954,75.875323,30.85822,75.810365,6.88,1
2026-09-01 06:57:00,2026-09-01 07:05:15,30.925271,75.849849,30.885593,75.844404,5.92,1
2026-09-01 16:07:00,2026-09-01 16:12:03,30.894862,75.879826,30.899667,75.894642,2.88,1
2026-09-01 09:09:00,2026-09-01 09:26:01,30.942236,75.828366,30.913297,75.870456,6.29,2
2026-09-01 17:48:00,2026-09-01 18:22:44,30.868968,75.831054,30.94814,75.825398,10.12,2
2026-09-01 15:23:00,2026-09-01 15:25:11,30.895531,75.858782,30.886923,75.866595,1.62,1
2026-09-01 16:53:00,2026-09-01 16:59:39,30.916674,75.839819,30.928347,75.820387,3.72,1
2026-09-01 11:58:00,2026-09-01 12:04:28,30.867976,75.859277,30.8847,75.890188,4.24,1
2026-09-01 17:23:00,2026-09-01 17:40:04,30.867704,75.824062,30.854667,75.88094,6.67,1
2026-09-01 07:22:00,2026-09-01 07:36:03,30.909535,75.894127,30.871584,75.818492,8.9,3
2026-09-01 18:10:00,2026-09-01 18:47:21,30.854934,75.819511,30.89622,75.900688,9.6,1
2026-09-02 02:49:00,2026-09-02 03:08:26,30.949663,75.903812,30.851494,75.902481,11.93,1
2026-09-01 22:54:00,2026-09-01 23:08:10,30.899885,75.873986,30.864965,75.810297,7.8,1
2026-09-01 10:15:00,2026-09-01 10:31:28,30.947991,75.81669,30.91826,75.851675,6.02,1
2026-09-01 19:41:00,2026-09-01 20:05:50,30.945461,75.875625,30.900717,75.869085,6.34,3
2026-09-01 21:37:00,2026-09-01 21:48:20,30.919953,75.874951,30.872568,75.873189,5.97,1
2026-09-02 00:46:00,2026-09-02 00:53:24,30.950941,75.812121,30.948717,75.847991,4.76,1
2026-09-02 00:17:00,2026-09-02 00:28:14,30.938852,75.847714,30.883703,75.874059,7.87,1
2026-09-01 14:47:00,2026-09-01 14:53:25,30.932783,75.819321,30.905449,75.807876,3.85,1
2026-09-01 07:45:00,2026-09-01 07:48:33,30.889856,75.852169,30.874754,75.844625,2.32,1
2026-09-01 17:30:00,2026-09-01 17:51:42,30.912949,75.853649,30.888979,75.893633,5.52,1
2026-09-02 00:21:00,2026-09-02 00:26:03,30.88902,75.847182,30.909017,75.86066,3.55,1
2026-09-02 03:33:00,2026-09-02 03:49:53,30.946552,75.809123,30.870578,75.808056,9.48,2
2026-09-01 12:09:00,2026-09-01 12:25:27,30.857027,75.900744,30.886162,75.817442,9.4,1
2026-09-01 12:32:00,2026-09-01 12:42:59,30.931303,75.861216,30.882131,75.868333,6.63,1
2026-09-01 08:33:00,2026-09-01 08:40:34,30.869115,75.875412,30.869144,75.859816,2.61,1
2026-09-01 21:11:00,2026-09-01 21:13:51,30.947293,75.855655,30.931599,75.862323,2.11,1
2026-09-01 15:51:00,2026-09-01 16:05:18,30.932919,75.895721,30.873808,75.828504,10.16,2
2026-09-01 16:10:00,2026-09-01 16:19:01,30.886342,75.830987,30.929053,75.834781,6.02,1
2026-09-02 02:42:00,2026-09-02 02:49:01,30.913386,75.852477,30.909661,75.824101,3.89,1
2026-09-01 15:22:00,2026-09-01 15:32:51,30.853364,75.871497,30.911709,75.86197,7.04,1
2026-09-01 23:13:00,2026-09-01 23:20:15,30.949779,75.820944,30.920514,75.847732,4.89,4
2026-09-01 07:54:00,2026-09-01 08:10:25,30.863839,75.817711,30.923434,75.865139,8.57,2
2026-09-01 18:27:00,2026-09-01 18:29:59,30.870187,75.839637,30.873666,75.8428,0.78,1
2026-09-01 13:47:00,2026-09-01 14:00:57,30.874371,75.861301,30.939008,75.872388,8.14,1
2026-09-01 07:26:00,2026-09-01 07:34:53,30.950414,75.873484,30.906778,75.880365,5.69,3
2026-09-01 16:48:00,2026-09-01 16:50:38,30.86853,75.8763,30.871093,75.860883,1.82,1
2026-09-01 09:39:00,2026-09-01 09:55:22,30.917491,75.886845,30.943718,75.830764,6.8,2
2026-09-02 00:07:00,2026-09-02 00:11:31,30.904996,75.891503,30.903096,75.869659,2.41,1
2026-09-01 14:38:00,2026-09-01 14:56:32,30.929203,75.878174,30.854616,75.837613,9.68,3
2026-09-01 18:22:00,2026-09-01 18:29:53,30.90638,75.837852,30.890698,75.85202,3.18,1
2026-09-02 01:37:00,2026-09-02 01:52:15,30.950216,75.892442,30.871851,75.90036,9.08,2
2026-09-01 15:40:00,2026-09-01 15:49:29,30.937806,75.887893,30.930003,75.837768,5.16,1
2026-09-02 02:41:00,2026-09-02 02:46:24,30.88561,75.904861,30.915097,75.889548,3.96,1
2026-09-01 09:30:00,2026-09-01 09:49:39,30.911625,75.883781,30.868484,75.857557,6.12,1
2026-09-01 16:22:00,2026-09-01 16:43:46,30.853581,75.820817,30.947312,75.862253,12.58,1
2026-09-01 21:36:00,2026-09-01 21:42:27,30.894951,75.817866,30.915083,75.828904,3.47,1
2026-09-01 22:40:00,2026-09-01 22:53:06,30.929076,75.85328,30.856816,75.906787,9.78,1
2026-09-01 07:29:00,2026-09-01 07:33:37,30.865225,75.819438,30.881328,75.817405,2.9,4
2026-09-01 16:13:00,2026-09-01 16:25:14,30.932397,75.868822,30.881625,75.86969,6.52,2
2026-09-01 23:36:00,2026-09-01 23:41:08,30.895978,75.826762,30.887776,75.848713,3.56,1
2026-09-01 09:17:00,2026-09-01 09:34:54,30.892615,75.855434,30.852919,75.833281,6.07,1
2026-09-01 17:42:00,2026-09-01 18:31:57,30.852212,75.83142,30.948587,75.887454,13.4,1
2026-09-01 13:47:00,2026-09-01 13:55:11,30.896438,75.891736,30.860808,75.856124,5.61,1
2026-09-02 04:55:00,2026-09-02 05:02:27,30.888589,75.846748,30.896945,75.885802,5.19,1
2026-09-02 03:38:00,2026-09-02 03:48:24,30.919813,75.85106,30.876467,75.891387,6.41,1
2026-09-01 18:26:00,2026-09-01 18:36:49,30.916935,75.896812,30.914667,75.868693,2.98,1
2026-09-01 07:43:00,2026-09-01 08:00:04,30.902222,75.875323,30.855167,75.815779,8.84,1
2026-09-02 00:35:00,2026-09-02 00:47:51,30.94665,75.881051,30.886325,75.836954,8.56,1
2026-09-01 06:30:00,2026-09-01 06:47:02,30.868411,75.81714,30.91703,75.883737,8.87,3
2026-09-01 08:54:00,2026-09-01 09:10:03,30.880544,75.884222,30.913466,75.845494,5.66,1
2026-09-01 13:01:00,2026-09-01 13:13:14,30.91539,75.86033,30.855195,75.904149,9.12,1
2026-09-01 14:07:00,2026-09-01 14:11:10,30.909242,75.882107,30.932177,75.872948,3.06,1
2026-09-01 11:46:00,2026-09-01 11:52:13,30.888217,75.850508,30.89494,75.868594,3.3,1
2026-09-02 02:18:00,2026-09-02 02:29:12,30.939692,75.871881,30.879591,75.888895,8.19,1
2026-09-01 21:44:00,2026-09-01 21:51:14,30.926504,75.853354,30.9352,75.880149,3.94,1
2026-09-01 23:25:00,2026-09-01 23:43:40,30.949467,75.901039,30.855317,75.823781,13.15,1
2026-09-01 18:12:00,2026-09-01 18:27:54,30.901585,75.89137,30.92428,75.861524,4.77,1
2026-09-01 17:04:00,2026-09-01 17:10:27,30.919889,75.894632,30.914629,75.883412,1.63,1
2026-09-01 10:53:00,2026-09-01 11:22:44,30.923646,75.906481,30.860918,75.847449,10.19,1
2026-09-01 06:07:00,2026-09-01 06:17:33,30.912599,75.826102,30.886538,75.885679,7.29,1
2026-09-01 09:34:00,2026-09-01 09:45:29,30.925573,75.827548,30.946807,75.844094,3.46,2
2026-09-01 20:13:00,2026-09-01 20:26:53,30.950633,75.844131,30.895861,75.879507,8.3,1
2026-09-01 08:13:00,2026-09-01 08:26:28,30.920562,75.807622,30.912959,75.842849,4.69,1
2026-09-01 20:29:00,2026-09-01 20:37:31,30.915233,75.813785,30.908998,75.863448,5.71,1
2026-09-01 14:01:00,2026-09-01 14:12:15,30.877982,75.889805,30.900826,75.815006,7.84,1
2026-09-01 16:24:00,2026-09-01 16:35:13,30.929861,75.859027,30.89502,75.822045,5.86,1
2026-09-01 16:06:00,2026-09-01 16:14:53,30.910823,75.880866,30.950835,75.900611,5.86,1
2026-09-01 20:06:00,2026-09-01 20:22:23,30.862834,75.84829,30.93498,75.845683,8.96,1
2026-09-01 18:26:00,2026-09-01 18:55:54,30.884451,75.80992,30.853419,75.89047,8.96,3
2026-09-02 01:15:00,2026-09-02 01:28:30,30.87693,75.850266,30.938273,75.891493,8.3,1
2026-09-01 23:30:00,2026-09-01 23:42:14,30.864348,75.81536,30.923794,75.856946,8.46,1
2026-09-01 07:39:00,2026-09-01 07:51:56,30.912023,75.820835,30.926138,75.872996,6.65,1
2026-09-02 00:13:00,2026-09-02 00:25:35,30.877171,75.831998,30.941625,75.832255,7.71,1
2026-09-01 09:20:00,2026-09-01 09:36:03,30.857537,75.856057,30.854361,75.813565,5.44,1
2026-09-01 19:26:00,2026-09-01 19:40:03,30.885734,75.897283,30.853182,75.873679,5.71,1
2026-09-01 21:42:00,2026-09-01 21:56:58,30.892879,75.833316,30.924082,75.90543,8.23,1
2026-09-01 09:37:00,2026-09-01 09:59:34,30.897393,75.904501,30.911853,75.842251,6.49,1
2026-09-01 23:20:00,2026-09-01 23:33:22,30.936062,75.863422,30.903339,75.818777,6.91,1
2026-09-02 04:41:00,2026-09-02 04:47:07,30.905354,75.815473,30.89683,75.85577,4.37,1
2026-09-01 18:18:00,2026-09-01 18:25:06,30.89723,75.848477,30.916097,75.861843,2.73,1
2026-09-01 13:55:00,2026-09-01 14:03:16,30.856196,75.885928,30.871136,75.833162,5.71,1
2026-09-01 16:49:00,2026-09-01 16:59:43,30.871488,75.895083,30.938958,75.894358,8.0,1
2026-09-01 17:56:00,2026-09-01 18:34:26,30.853717,75.81382,30.897393,75.898222,10.29,1
2026-09-01 18:33:00,2026-09-01 18:53:19,30.93321,75.845342,30.928561,75.903748,6.05,1
2026-09-01 18:47:00,2026-09-01 19:04:06,30.908759,75.870758,30.930791,75.846897,4.73,1
2026-09-02 05:36:00,2026-09-02 05:47:37,30.930326,75.838976,30.936718,75.897914,6.22,1
2026-09-01 20:46:00,2026-09-01 21:04:20,30.869422,75.896699,30.916429,75.82251,9.56,2
2026-09-01 22:01:00,2026-09-01 22:06:16,30.93136,75.857821,30.947713,75.849076,3.48,1
