pickup_datetime,dropoff_datetime,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,trip_distance,passenger_count,hour,day_of_week,is_rush_hour,trip_duration_min,speed_kmh,congestion_index
2026-09-01 12:41:00,2026-09-01 12:49:13,30.879484,75.810989,30.911956,75.857568,5.98,1,12,1,0,8.216666666666667,43.66734279918864,1.0
2026-09-02 00:16:00,2026-09-02 00:35:07,30.865489,75.856245,30.949565,75.831506,10.7,1,0,2,0,19.116666666666667,33.58326068003487,1.1604184829991282
2026-09-02 02:02:00,2026-09-02 02:07:52,30.887778,75.870531,30.914353,75.860877,3.41,1,2,2,0,5.866666666666666,34.87500000000001,1.1281249999999998
2026-09-01 11:26:00,2026-09-01 11:40:49,30.855078,75.866389,30.918756,75.808959,9.8,1,11,1,0,14.816666666666666,39.68503937007874,1.0078740157480315
2026-09-01 08:43:00,2026-09-01 08:53:32,30.920094,75.845974,30.944673,75.821052,4.26,2,8,1,1,10.533333333333333,24.265822784810126,1.393354430379747
2026-09-01 11:48:00,2026-09-01 12:01:42,30.876794,75.873298,30.932722,75.86282,7.18,2,11,1,0,13.7,31.445255474452555,1.2138686131386862
2026-09-02 03:31:00,2026-09-02 03:41:59,30.941042,75.87061,30.884903,75.842221,7.94,1,3,2,0,10.983333333333333,43.37481031866464,1.0
2026-09-01 06:13:00,2026-09-01 06:32:47,30.915203,75.815714,30.867163,75.897155,10.4,1,6,1,0,19.783333333333335,31.541701769165964,1.2114574557708508
2026-09-01 11:22:00,2026-09-01 11:35:09,30.851506,75.823381,30.905873,75.87649,8.92,1,11,1,0,13.15,40.69961977186311,1.0
2026-09-01 19:38:00,2026-09-01 19:56:00,30.88354,75.881949,30.915963,75.892222,4.78,1,19,1,1,18.0,15.933333333333335,1.6016666666666666
2026-09-01 21:08:00,2026-09-01 21:21:22,30.87752,75.831699,30.948301,75.84661,9.34,1,21,1,0,13.366666666666667,41.92518703241895,1.0
2026-09-01 06:35:00,2026-09-01 06:43:03,30.90869,75.856552,30.870524,75.879545,5.33,1,6,1,0,8.05,39.72670807453416,1.006832298136646
2026-09-02 04:16:00,2026-09-02 04:25:32,30.945046,75.902693,30.942486,75.844316,5.79,3,4,2,0,9.533333333333333,36.44055944055944,1.088986013986014
2026-09-01 13:36:00,2026-09-01 13:54:22,30.947362,75.892601,30.880445,75.84581,9.97,1,13,1,0,18.366666666666667,32.56987295825772,1.1857531760435571
2026-09-02 05:45:00,2026-09-02 05:59:57,30.944615,75.876903,30.908006,75.817018,8.0,1,5,2,0,14.95,32.10702341137124,1.1973244147157192
2026-09-01 13:02:00,2026-09-01 13:05:50,30.938737,75.881377,30.920702,75.877548,2.7,1,13,1,0,3.8333333333333335,42.26086956521739,1.0
2026-09-01 21:35:00,2026-09-01 21:45:04,30.937707,75.898624,30.902134,75.857452,6.8,1,21,1,0,10.066666666666666,40.52980132450331,1.0
2026-09-01 06:51:00,2026-09-01 07:02:32,30.940001,75.8411,30.888558,75.816698,7.12,1,6,1,0,11.533333333333333,37.040462427745666,1.0739884393063583
2026-09-01 14:38:00,2026-09-01 14:51:38,30.879654,75.866383,30.85405,75.811035,7.26,1,14,1,0,13.633333333333333,31.95110024449878,1.2012224938875304
2026-09-01 18:45:00,2026-09-01 18:51:49,30.927999,75.828882,30.913289,75.815835,2.32,1,18,1,1,6.816666666666666,20.420537897310513,1.4894865525672372
2026-09-01 12:29:00,2026-09-01 12:41:54,30.923609,75.904885,30.90263,75.839596,7.87,1,12,1,0,12.9,36.604651162790695,1.0848837209302327
2026-09-01 10:09:00,2026-09-01 10:45:30,30.853535,75.903565,30.934598,75.876897,10.08,1,10,1,1,36.5,16.569863013698633,1.5857534246575342
2026-09-01 23:42:00,2026-09-01 23:51:01,30.905923,75.87876,30.91702,75.835293,5.76,1,23,1,0,9.016666666666667,38.329020332717185,1.0417744916820704
2026-09-01 08:47:00,2026-09-01 09:06:54,30.89296,75.832073,30.886597,75.883085,5.13,1,8,1,1,19.9,15.467336683417086,1.6133165829145728
2026-09-01 17:21:00,2026-09-01 17:49:40,30.936546,75.877666,30.898417,75.817083,7.99,1,17,1,1,28.666666666666668,16.72325581395349,1.5819186046511629
2026-09-01 21:01:00,2026-09-01 21:11:44,30.89085,75.868885,30.914509,75.81183,6.72,2,21,1,0,10.733333333333333,37.56521739130435,1.0608695652173912
2026-09-01 20:03:00,2026-09-01 20:14:09,30.916869,75.823593,30.858057,75.871542,8.2,1,20,1,0,11.15,44.12556053811658,1.0
2026-09-01 15:15:00,2026-09-01 15:18:33,30.889817,75.871629,30.896825,75.861862,2.64,2,15,1,0,3.55,44.61971830985916,1.0
2026-09-01 22:23:00,2026-09-01 22:25:52,30.870579,75.814236,30.861078,75.809122,1.48,1,22,1,0,2.8666666666666667,30.97674418604651,1.2255813953488373
2026-09-01 22:43:00,2026-09-01 22:47:19,30.935488,75.809627,30.932447,75.835485,2.84,2,22,1,0,4.316666666666666,39.47490347490348,1.013127413127413
2026-09-02 01:21:00,2026-09-02 01:33:00,30.924507,75.887648,30.879203,75.825044,8.98,1,1,2,0,12.0,44.9,1.0
2026-09-01 16:17:00,2026-09-01 16:21:06,30.888202,75.884941,30.88508,75.900376,2.83,1,16,1,0,4.1,41.41463414634147,1.0
2026-09-02 03:29:00,2026-09-02 03:37:36,30.861312,75.897555,30.901525,75.889946,5.14,1,3,2,0,8.6,35.860465116279066,1.1034883720930233
2026-09-01 19:45:00,2026-09-01 20:18:27,30.941538,75.816429,30.882931,75.902306,11.89,1,19,1,1,33.45,21.327354260089688,1.4668161434977578
2026-09-02 00:57:00,2026-09-02 01:10:30,30.880321,75.840166,30.918252,75.882537,7.06,1,0,2,0,13.5,31.377777777777776,1.2155555555555555
2026-09-01 08:48:00,2026-09-01 09:09:54,30.856756,75.862253,30.895153,75.89607,6.0,1,8,1,1,21.9,16.438356164383563,1.5890410958904109
2026-09-02 01:43:00,2026-09-02 01:55:36,30.912822,75.817412,30.859411,75.877397,8.53,1,1,2,0,12.6,40.61904761904762,1.0
2026-09-02 04:44:00,2026-09-02 04:54:38,30.859484,75.905964,30.888427,75.844364,7.95,1,4,2,0,10.633333333333333,44.858934169278996,1.0
2026-09-02 03:45:00,2026-09-02 03:58:26,30.888626,75.81565,30.928715,75.86314,7.1,1,3,2,0,13.433333333333334,31.712158808933,1.207196029776675
2026-09-01 21:34:00,2026-09-01 21:39:25,30.852135,75.854166,30.85663,75.819182,3.72,1,21,1,0,5.416666666666667,41.206153846153846,1.0
2026-09-02 05:07:00,2026-09-02 05:25:35,30.947217,75.844787,30.879571,75.89416,9.35,3,5,2,0,18.583333333333332,30.188340807174892,1.2452914798206276
2026-09-01 19:17:00,2026-09-01 19:30:59,30.855316,75.896414,30.90377,75.906596,5.76,1,19,1,1,13.983333333333333,24.715137067938024,1.3821215733015495
2026-09-02 03:37:00,2026-09-02 03:42:52,30.91394,75.876875,30.896454,75.870056,3.01,1,3,2,0,5.866666666666666,30.78409090909091,1.2303977272727273
2026-09-01 10:30:00,2026-09-01 10:50:14,30.946041,75.896326,30.896566,75.869313,6.63,1,10,1,1,20.233333333333334,19.660626029654033,1.5084843492586493
2026-09-01 18:51:00,2026-09-01 19:26:45,30.909366,75.815073,30.948439,75.905921,10.79,1,18,1,1,35.75,18.10909090909091,1.5472727272727274
2026-09-01 23:25:00,2026-09-01 23:37:33,30.919473,75.823562,30.942093,75.889554,8.2,1,23,1,0,12.55,39.20318725099601,1.0199203187250998
2026-09-02 01:27:00,2026-09-02 01:44:54,30.944273,75.893906,30.855522,75.809937,13.38,1,1,2,0,17.9,44.84916201117319,1.0
2026-09-01 17:14:00,2026-09-01 17:37:01,30.910413,75.845389,30.947991,75.891512,7.35,1,17,1,1,23.016666666666666,19.160028964518467,1.5209992758870383
2026-09-01 19:19:00,2026-09-01 19:45:25,30.856638,75.893772,30.93229,75.907272,9.99,3,19,1,1,26.416666666666668,22.69022082018927,1.4327444794952682
2026-09-01 20:32:00,2026-09-01 20:42:47,30.935965,75.832035,30.896054,75.820216,6.01,1,20,1,0,10.783333333333333,33.44049459041731,1.1639876352395673
2026-09-02 00:32:00,2026-09-02 00:43:27,30.912813,75.843116,30.862356,75.874457,7.22,2,0,2,0,11.45,37.83406113537118,1.0541484716157206
2026-09-01 06:41:00,2026-09-01 06:47:12,30.906191,75.863394,30.938665,75.847648,4.28,1,6,1,0,6.2,41.41935483870968,1.0
2026-09-01 20:09:00,2026-09-01 20:21:05,30.921408,75.828596,30.864637,75.808754,7.23,1,20,1,0,12.083333333333334,35.900689655172414,1.1024827586206896
2026-09-01 20:55:00,2026-09-01 21:04:22,30.941416,75.842126,30.902399,75.885665,6.71,3,20,1,0,9.366666666666667,42.98220640569395,1.0
2026-09-02 05:31:00,2026-09-02 05:44:12,30.865707,75.899959,30.900212,75.833124,8.23,1,5,2,0,13.2,37.409090909090914,1.0647727272727272
2026-09-01 09:38:00,2026-09-01 10:02:19,30.91434,75.831315,30.858586,75.820188,6.65,1,9,1,1,24.316666666666666,16.40849897189856,1.589787525702536
2026-09-01 10:08:00,2026-09-01 10:40:15,30.869188,75.841867,30.940679,75.854696,9.1,1,10,1,1,32.25,16.930232558139537,1.5767441860465117
2026-09-01 17:03:00,2026-09-01 17:10:37,30.867894,75.835159,30.868701,75.81617,2.17,1,17,1,1,7.616666666666666,17.094091903719914,1.5726477024070022
2026-09-01 07:57:00,2026-09-01 08:05:43,30.901342,75.876339,30.854931,75.887241,6.27,2,7,1,0,8.716666666666667,43.158699808795404,1.0
2026-09-01 11:01:00,2026-09-01 11:17:37,30.857108,75.834988,30.93162,75.882126,9.85,1,11,1,0,16.616666666666667,35.5667001003009,1.1108324974924775
2026-09-01 12:03:00,2026-09-01 12:09:15,30.912825,75.844191,30.897253,75.882047,4.25,2,12,1,0,6.25,40.8,1.0
2026-09-01 11:49:00,2026-09-01 11:58:36,30.902168,75.860511,30.861717,75.852041,5.45,1,11,1,0,9.6,34.0625,1.1484375
2026-09-02 03:22:00,2026-09-02 03:25:49,30.853007,75.839508,30.872145,75.84005,2.48,1,3,2,0,3.816666666666667,38.98689956331877,1.0253275109170308
2026-09-01 23:53:00,2026-09-02 00:07:25,30.929917,75.857144,30.859692,75.861011,8.77,1,23,1,0,14.416666666666666,36.49942196531792,1.087514450867052
2026-09-02 05:40:00,2026-09-02 05:47:53,30.879378,75.843608,30.915592,75.864378,5.14,1,5,2,0,7.883333333333334,39.120507399577164,1.021987315010571
2026-09-01 12:50:00,2026-09-01 12:53:45,30.861178,75.822586,30.875596,75.823368,2.04,2,12,1,0,3.75,32.64,1.184
2026-09-01 15:32:00,2026-09-01 15:40:08,30.859023,75.859751,30.89204,75.905538,6.04,2,15,1,0,8.133333333333333,44.55737704918033,1.0
2026-09-01 19:21:00,2026-09-01 19:48:44,30.932707,75.83309,30.868089,75.874164,9.58,1,19,1,1,27.733333333333334,20.725961538461537,1.4818509615384616
2026-09-01 11:49:00,2026-09-01 12:00:55,30.927949,75.826004,30.883368,75.849844,6.3,1,11,1,0,11.916666666666666,31.72027972027972,1.206993006993007
2026-09-01 07:14:00,2026-09-01 07:18:33,30.879863,75.865424,30.866436,75.855414,2.66,1,7,1,0,4.55,35.07692307692308,1.123076923076923
2026-09-01 22:21:00,2026-09-01 22:26:37,30.857337,75.906296,30.883235,75.888287,3.88,1,22,1,0,5.616666666666666,41.448071216617215,1.0
2026-09-02 05:09:00,2026-09-02 05:21:02,30.898158,75.848484,30.885887,75.900253,6.4,1,5,2,0,12.033333333333333,31.911357340720226,1.2022160664819943
2026-09-02 02:12:00,2026-09-02 02:34:25,30.944834,75.825423,30.85765,75.881412,12.0,1,2,2,0,22.416666666666668,32.11895910780669,1.1970260223048328
2026-09-01 18:33:00,2026-09-01 18:56:29,30.871163,75.823666,30.867427,75.888757,7.28,2,18,1,1,23.483333333333334,18.60042583392477,1.5349893541518806
2026-09-01 13:13:00,2026-09-01 13:20:18,30.890245,75.88896,30.894913,75.844994,5.02,1,13,1,0,7.3,41.26027397260274,1.0
2026-09-01 20:58:00,2026-09-01 21:07:45,30.874221,75.897257,30.889389,75.861655,5.16,3,20,1,0,9.75,31.753846153846155,1.2061538461538461
2026-09-01 18:48:00,2026-09-01 19:07:58,30.913771,75.840791,30.864927,75.886703,7.97,1,18,1,1,19.966666666666665,23.949916527545913,1.4012520868113523
2026-09-01 19:40:00,2026-09-01 19:51:55,30.866167,75.838472,30.875849,75.881695,4.5,2,19,1,1,11.916666666666666,22.65734265734266,1.4335664335664335
2026-09-01 15:32:00,2026-09-01 15:36:12,30.885208,75.889426,30.862063,75.891945,2.95,1,15,1,0,4.2,42.14285714285714,1.0
2026-09-01 19:01:00,2026-09-01 19:23:37,30.873925,75.879525,30.923004,75.871415,6.6,1,19,1,1,22.616666666666667,17.50921149594694,1.5622697126013265
2026-09-02 04:44:00,2026-09-02 04:57:42,30.86916,75.898145,30.909339,75.847385,7.38,1,4,2,0,13.7,32.32116788321168,1.191970802919708
2026-09-01 19:33:00,2026-09-01 19:53:07,30.901589,75.868445,30.852811,75.894512,7.37,2,19,1,1,20.116666666666667,21.981772990886494,1.4504556752278377
2026-09-01 23:40:00,2026-09-01 23:47:14,30.921724,75.822554,30.908629,75.867972,5.31,2,23,1,0,7.233333333333333,44.046082949308754,1.0
2026-09-02 04:06:00,2026-09-02 04:19:11,30.896084,75.818624,30.949484,75.89119,9.47,1,4,2,0,13.183333333333334,43.09987357774968,1.0
2026-09-01 06:06:00,2026-09-01 06:18:23,30.910128,75.8472,30.856476,75.84082,7.23,1,6,1,0,12.383333333333333,35.03095558546434,1.1242261103633915
2026-09-01 16:51:00,2026-09-01 17:03:36,30.90474,75.899286,30.885635,75.841995,7.01,1,16,1,0,12.6,33.38095238095238,1.1654761904761906
2026-09-01 14:41:00,2026-09-01 14:50:16,30.865086,75.824939,30.900837,75.849193,5.98,1,14,1,0,9.266666666666667,38.719424460431654,1.0320143884892086
2026-09-01 15:57:00,2026-09-01 16:04:13,30.852309,75.873654,30.868804,75.903407,3.77,4,15,1,0,7.216666666666667,31.344110854503466,1.2163972286374134
2026-09-02 03:33:00,2026-09-02 03:43:01,30.90122,75.866839,30.857708,75.882296,5.52,1,3,2,0,10.016666666666667,33.064891846921796,1.173377703826955
2026-09-01 16:52:00,2026-09-01 17:05:02,30.854655,75.854507,30.907484,75.813871,8.23,1,16,1,0,13.033333333333333,37.887468030690535,1.0528132992327366
2026-09-02 04:42:00,2026-09-02 04:51:49,30.891076,75.863264,30.866524,75.825493,5.83,1,4,2,0,9.816666666666666,35.6332767402377,1.1091680814940577
2026-09-01 21:48:00,2026-09-01 22:04:35,30.9154,75.848173,30.853539,75.822915,8.41,1,21,1,0,16.583333333333332,30.42814070351759,1.2392964824120603
2026-09-01 10:17:00,2026-09-01 10:36:53,30.874107,75.874489,30.852971,75.817711,7.13,1,10,1,1,19.883333333333333,21.515507124895223,1.4621123218776195
2026-09-01 15:31:00,2026-09-01 15:46:28,30.860944,75.831617,30.923227,75.89287,10.33,1,15,1,0,15.466666666666667,40.07327586206897,1.0
2026-09-01 06:38:00,2026-09-01 06:54:07,30.880315,75.896934,30.8523,75.815851,8.8,1,6,1,0,16.116666666666667,32.761116856256464,1.1809720785935884
2026-09-01 15:06:00,2026-09-01 15:17:23,30.893142,75.896567,30.932744,75.841482,7.38,1,15,1,0,11.383333333333333,38.89897510980967,1.0275256222547582
2026-09-02 04:45:00,2026-09-02 04:47:03,30.913415,75.848241,30.906205,75.850913,1.42,1,4,2,0,2.05,41.5609756097561,1.0
2026-09-01 06:32:00,2026-09-01 06:38:35,30.937847,75.856043,30.940455,75.887286,3.74,1,6,1,0,6.583333333333333,34.08607594936709,1.1478481012658226
2026-09-01 18:36:00,2026-09-01 19:09:10,30.914348,75.833089,30.864936,75.890793,9.24,1,18,1,1,33.166666666666664,16.71557788944724,1.582110552763819
2026-09-01 19:18:00,2026-09-01 19:29:02,30.852839,75.89873,30.862775,75.864952,3.96,1,19,1,1,11.033333333333333,21.53474320241692,1.461631419939577
2026-09-01 20:20:00,2026-09-01 20:35:07,30.871642,75.8084,30.864689,75.897302,9.84,1,20,1,0,15.116666666666667,39.05622932745314,1.0235942668136715
2026-09-01 07:07:00,2026-09-01 07:19:12,30.868537,75.898741,30.892877,75.845614,6.61,1,7,1,0,12.2,32.50819672131148,1.187295081967213
2026-09-01 14:32:00,2026-09-01 14:36:50,30.85928,75.867615,30.875535,75.84623,3.3,1,14,1,0,4.833333333333333,40.96551724137931,1.0
2026-09-01 11:09:00,2026-09-01 11:20:10,30.90764,75.854905,30.917367,75.900983,5.67,1,11,1,0,11.166666666666666,30.465671641791047,1.2383582089552239
2026-09-02 00:30:00,2026-09-02 00:41:17,30.910508,75.812443,30.900637,75.866984,5.94,1,0,2,0,11.283333333333333,31.586410635155097,1.2103397341211226
2026-09-02 01:39:00,2026-09-02 01:40:46,30.923819,75.856849,30.91984,75.850783,1.25,1,1,2,0,1.7666666666666666,42.45283018867925,1.0
2026-09-01 09:17:00,2026-09-01 09:32:17,30.878215,75.866323,30.887097,75.816458,6.24,1,9,1,1,15.283333333333333,24.497273718647765,1.3875681570338059
2026-09-01 21:48:00,2026-09-01 22:01:30,30.869513,75.86149,30.938295,75.880522,9.1,1,21,1,0,13.5,40.44444444444444,1.0
2026-09-01 06:56:00,2026-09-01 07:05:08,30.875967,75.856242,30.873121,75.906067,6.18,2,6,1,0,9.133333333333333,40.5985401459854,1.0
2026-09-01 13:08:00,2026-09-01 13:22:39,30.869058,75.864095,30.942549,75.810695,10.72,3,13,1,0,14.65,43.90443686006826,1.0
2026-09-02 01:53:00,2026-09-02 02:01:21,30.945427,75.854721,30.937204,75.891755,4.26,1,1,2,0,8.35,30.610778443113773,1.2347305389221557
2026-09-01 23:23:00,2026-09-01 23:35:21,30.874001,75.819357,30.858695,75.876929,6.38,1,23,1,0,12.35,30.995951417004047,1.2251012145748987
2026-09-01 20:46:00,2026-09-01 20:53:38,30.904949,75.886372,30.882875,75.869889,4.26,1,20,1,0,7.633333333333334,33.484716157205234,1.1628820960698691
2026-09-02 01:10:00,2026-09-02 01:18:20,30.93801,75.809427,30.93847,75.860194,6.26,1,1,2,0,8.333333333333334,45.071999999999996,1.0
2026-09-02 05:37:00,2026-09-02 05:44:29,30.927719,75.847493,30.898988,75.870051,5.18,1,5,2,0,7.483333333333333,41.53229398663697,1.0
2026-09-01 12:53:00,2026-09-01 13:05:08,30.893136,75.881058,30.874878,75.818347,6.97,1,12,1,0,12.133333333333333,34.467032967032964,1.138324175824176
2026-09-01 22:18:00,2026-09-01 22:39:27,30.855209,75.809087,30.949772,75.850077,11.9,3,22,1,0,21.45,33.28671328671329,1.167832167832168
2026-09-01 17:13:00,2026-09-01 17:41:21,30.929635,75.816241,30.892758,75.895212,9.99,1,17,1,1,28.35,21.142857142857142,1.4714285714285715
2026-09-01 18:18:00,2026-09-01 18:35:21,30.950117,75.830467,30.945273,75.872265,5.01,1,18,1,1,17.35,17.32564841498559,1.5668587896253603
2026-09-02 05:15:00,2026-09-02 05:24:15,30.873049,75.825944,30.928958,75.842313,6.67,2,5,2,0,9.25,43.26486486486486,1.0
2026-09-01 09:41:00,2026-09-01 10:06:19,30.950491,75.82469,30.890624,75.883124,9.77,1,9,1,1,25.316666666666666,23.154707044107965,1.4211323238973008
2026-09-02 03:03:00,2026-09-02 03:10:49,30.873382,75.860997,30.910294,75.865309,4.44,1,3,2,0,7.816666666666666,34.08102345415779,1.1479744136460552
2026-09-01 19:13:00,2026-09-01 19:22:21,30.939875,75.902865,30.937213,75.888252,2.47,1,19,1,1,9.35,15.850267379679147,1.6037433155080214
2026-09-01 11:17:00,2026-09-01 11:24:09,30.888269,75.833275,30.923342,75.856888,4.8,1,11,1,0,7.15,40.27972027972028,1.0
2026-09-01 14:20:00,2026-09-01 14:28:11,30.936121,75.856815,30.899059,75.866541,5.49,1,14,1,0,8.183333333333334,40.25254582484725,1.0
2026-09-02 02:48:00,2026-09-02 02:59:09,30.877703,75.895163,30.930743,75.873145,7.56,1,2,2,0,11.15,40.68161434977578,1.0
2026-09-02 03:08:00,2026-09-02 03:10:07,30.920747,75.875314,30.912861,75.882572,1.52,1,3,2,0,2.1166666666666667,43.08661417322835,1.0
2026-09-02 01:37:00,2026-09-02 01:48:52,30.933582,75.820187,30.884512,75.881651,8.41,1,1,2,0,11.866666666666667,42.52247191011236,1.0
2026-09-01 12:14:00,2026-09-01 12:29:55,30.851639,75.836004,30.912693,75.905419,10.49,1,12,1,0,15.916666666666666,39.5434554973822,1.0114136125654452
2026-09-01 14:12:00,2026-09-01 14:20:29,30.928985,75.817998,30.927103,75.861427,5.59,3,14,1,0,8.483333333333333,39.53634577603144,1.011591355599214
2026-09-01 22:59:00,2026-09-01 23:20:30,30.861251,75.901023,30.919789,75.814084,11.12,1,22,1,0,21.5,31.03255813953488,1.2241860465116279
2026-09-02 05:15:00,2026-09-02 05:23:05,30.885588,75.869392,30.855574,75.894454,5.56,1,5,2,0,8.083333333333334,41.27010309278349,1.0
2026-09-02 00:29:00,2026-09-02 00:43:08,30.926826,75.809759,30.853212,75.839661,9.49,1,0,2,0,14.133333333333333,40.28773584905661,1.0
2026-09-02 01:04:00,2026-09-02 01:12:43,30.878363,75.907012,30.893618,75.852439,5.88,1,1,2,0,8.716666666666667,40.47418738049713,1.0
2026-09-01 09:37:00,2026-09-01 10:04:33,30.859238,75.87535,30.916451,75.834626,8.88,3,9,1,1,27.55,19.339382940108894,1.5165154264972776
2026-09-01 15:49:00,2026-09-01 15:55:51,30.892973,75.871153,30.890759,75.834722,4.96,1,15,1,0,6.85,43.44525547445255,1.0
2026-09-01 17:21:00,2026-09-01 17:38:23,30.87231,75.810413,30.916167,75.844153,7.16,1,17,1,1,17.383333333333333,24.71332694151486,1.3821668264621285
2026-09-01 21:01:00,2026-09-01 21:05:36,30.937862,75.88496,30.928092,75.891778,2.45,1,21,1,0,4.6,31.95652173913044,1.201086956521739
2026-09-01 09:00:00,2026-09-01 09:06:08,30.943085,75.868965,30.930654,75.855452,2.24,1,9,1,1,6.133333333333334,21.91304347826087,1.4521739130434783
2026-09-02 01:08:00,2026-09-02 01:11:57,30.871052,75.856459,30.857421,75.865497,2.29,1,1,2,0,3.95,34.78481012658227,1.1303797468354433
2026-09-01 12:59:00,2026-09-01 13:08:58,30.852162,75.814545,30.890249,75.855294,6.72,2,12,1,0,9.966666666666667,40.454849498327754,1.0
2026-09-02 05:40:00,2026-09-02 05:47:16,30.928985,75.811262,30.899051,75.817793,3.9,1,5,2,0,7.266666666666667,32.20183486238532,1.194954128440367
2026-09-01 18:25:00,2026-09-01 18:52:24,30.912816,75.877546,30.906965,75.808277,7.25,1,18,1,1,27.4,15.875912408759124,1.6031021897810218
2026-09-01 22:32:00,2026-09-01 22:39:09,30.85432,75.815158,30.890692,75.820572,5.01,1,22,1,0,7.15,42.04195804195804,1.0
2026-09-02 04:28:00,2026-09-02 04:43:33,30.867748,75.817757,30.914643,75.877948,7.98,1,4,2,0,15.55,30.79099678456592,1.230225080385852
2026-09-02 01:33:00,2026-09-02 01:35:30,30.921906,75.894397,30.922409,75.887473,1.3,2,1,2,0,2.5,31.200000000000003,1.22
2026-09-01 23:33:00,2026-09-01 23:38:28,30.905759,75.88903,30.896232,75.871658,2.85,1,23,1,0,5.466666666666667,31.28048780487805,1.2179878048780488
2026-09-01 14:05:00,2026-09-01 14:20:26,30.87571,75.823254,30.938178,75.829221,8.43,1,14,1,0,15.433333333333334,32.77321814254859,1.180669546436285
2026-09-02 05:54:00,2026-09-02 05:57:53,30.916871,75.85712,30.906536,75.87922,2.89,1,5,2,0,3.8833333333333333,44.65236051502146,1.0
2026-09-01 17:06:00,2026-09-01 17:23:26,30.870954,75.875323,30.85822,75.810365,6.88,1,17,1,1,17.433333333333334,23.678776290630974,1.4080305927342256
2026-09-01 06:57:00,2026-09-01 07:05:15,30.925271,75.849849,30.885593,75.844404,5.92,1,6,1,0,8.25,43.05454545454545,1.0
2026-09-01 16:07:00,2026-09-01 16:12:03,30.894862,75.879826,30.899667,75.894642,2.88,1,16,1,0,5.05,34.21782178217822,1.1445544554455445
2026-09-01 09:09:00,2026-09-01 09:26:01,30.942236,75.828366,30.913297,75.870456,6.29,2,9,1,1,17.016666666666666,22.178256611165526,1.4455435847208618
2026-09-01 17:48:00,2026-09-01 18:22:44,30.868968,75.831054,30.94814,75.825398,10.12,2,17,1,1,34.733333333333334,17.48176583493282,1.5629558541266795
2026-09-01 15:23:00,2026-09-01 15:25:11,30.895531,75.858782,30.886923,75.866595,1.62,1,15,1,0,2.183333333333333,44.519083969465655,1.0
